,Nome Vinho,Localidade,Harmoniza,Avaliação,Uva,Sentimento
136,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",A sparkling wine excellent quality surpassed Veuve Clicquot opinion 6 opening dinner Really good dry refreshing point,Pinot Noir,positive
137,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Differentiated The regular 130 good exceeded expectations Floral fresh peach pear Fine abundant expressive perlage,Pinot Noir,neutral
138,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",36 months autolysis 100 PN Bright straw color abundant fine perlage Palate great texture red dried fruits nectarine nuances Served salmon Note 45 fair,Pinot Noir,neutral
139,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Citrus balanced acidity golden color Another excellent sparkling wine Casa Valduga representing Brazil well Excellent tasting I highly recommend,Pinot Noir,positive
140,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",To New Years celebrations I special edition Valduga 130 Blanc Noir I value money traditional 130 ROMP 92 it,Pinot Noir,neutral
141,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Yellow color golden reflections fine abundant persistent perlage Yeast aromas hints pear green apple In mouth creamy enveloping great acidity freshness aftertaste equal aromas Short ending,Pinot Noir,neutral
142,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Made Casa Valduga honor 130th anniversary Valduga familys arrival Brazil Blanc Noir made exclusively Pinot Noir grapes special vintages champenoise method Straw yellow color delicate persistent perlage reveals aromas red dried fruits hints blackberries raspberries floral touches Complex potent creamy refreshing tasted lagoons Paraguay River Great,Pinot Noir,positive
143,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Summer wines This Valduga sparkling wine exceptional Creamy fruity breading notes disconcerting complex acidity pleasant round drink One nationals Ive tasted I make technical note rating,Pinot Noir,neutral
144,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",The 2 sparkling wines I tasted pure editions A blanc Blancs Blanc Noir Both valdugaProbably national sparkling wine Its balance persistence perlage fantastic It superior champagnes 200 reais Its fantastic Very close 5 stars,Pinot Noir,positive
145,Casa Valduga 130 Blanc de Noir Special Edition N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Another national pride  Elected sparkling wine Brazil made Vale Vinhedos Casa Valduga 100 pinot noir grapes Intense straw yellow color intense persistent perlage Citrus nose I grapefruit pear Balanced intense acidity Note 45 Health,Pinot Noir,positive
147,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Very French wine Red fruits,Pinot Noir,neutral
152,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",An excellent wine try Very smooth Aromas oak cherry strawberry raspberry red fruit earthy vanilla leather mushroom forest floor,Pinot Noir,positive
153,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",oak wild strawberry cherry earthy vanilla leather mushroom cedar smoke Needs 4 hours decaying matched perfectly boeuf bourguignon,Pinot Noir,neutral
154,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Finally taste myself A light balanced red A lot red berries cherry Good easy drinking wine Hint strawberry,Pinot Noir,positive
155,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Damn nice Earthy cherries slight acidity smooth One cellar patience enjoyable present,Pinot Noir,positive
156,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Great wine despite young age Very subtle potent wine Very long palate Light red color Notes cherry almonds blackberry,Pinot Noir,positive
157,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",2017 drinking nicely Primary strawberry raspberry  red cherry  delicate oak  earthy mushroom notes finish  A great wonderful evening 43,Pinot Noir,positive
158,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Cherries push front 2017 explosion fruitiness Dry light body tannins speak of All 15 mins breathing,Pinot Noir,neutral
159,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Cherry strawberry cola nose touch herbaceous The palate bright red fruit finishes savoury notes Delicious approachable,Pinot Noir,positive
160,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",92  pure red colour Typical pinot nose red fruits cherry Flowers Mushroom  100 pinot GevreyChambertin Bourgogne   Very drinkable now tannin probably 57 years cellar upside potential,Pinot Noir,neutral
161,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",A great wine opinion young wine Dry wine fruit feels sweet Deep ruby colour Full body On nose strawberry raspberry perfume addition forest floor On palate mushroom strawberries high acidity Noticeable soft tannic structure Well balanced wine Absolutely wonderful duck,Pinot Noir,positive
162,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Delicious A lovely intensity PN doubt vines On nose  Raspberry violet cola its opening dried cranberry On palette strawberry Acid medium plus medium tannin medium alcohol Medium length finish Wine balanced potential age well Great stuff,Pinot Noir,positive
163,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Cherry cranberry nose More red fruit mushroom earth spices soil palate Long refreshing finish The structure mediumlight bodied medium tannins high dryness acidity Exceptional,Pinot Noir,positive
164,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Pale ruby pronounced intensity dark cherries cranberries black pepper cinnamon earthy leather cedar wet leaves dry acidity tannins alcohol body pronounced flavours long finish,Pinot Noir,neutral
165,Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2017,"Gevrey-Chambertin, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",A magnificent GevreyChambertin wine great producer It greatest producer I tasted wine district stil dangerous opponent Its price stands district availability magnificent This vintage great taste cherry red fruit sweet aftertaste oak Pity great wine bit expensive experience  44  5  87  100  Light bodied,Pinot Noir,positive
166,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Great Pinot Noir Chile Viña Ventisquero Aromas red fruits strawberry raspberry spices touch pepper mint Light pleasant body Short ending,Pinot Noir,positive
167,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Wonder Chilean PN Casablanca Valley terroirs strain Chile 14 months barrels different uses  medium ruby  ripe red fruits raspberry cherry strawberry vanilla cedar spices  medium body structured velvety tannins integrated acidity lots fruit mineral notes dominating long finish,Pinot Noir,neutral
168,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Like great friend gave wine birthday present A vinasse One pinot noir Ive tasted Balanced soft try Raspberry touches vanilla memory carnation It combined lot tagliatelle shrimp,Pinot Noir,neutral
169,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",A Chilean Burgundy,Pinot Noir,neutral
170,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Excellent Pinot Noir touches oak tobacco Medium body ruby color A vinasse,Pinot Noir,positive
171,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Great Chilean PN smooth fruity Round tannins acidity Pinots Ive had sensational Note 43,Pinot Noir,positive
172,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",A pinot respect,Pinot Noir,neutral
173,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",I wanting great Chilean Pinot Noir time disappoint Aged 14 months 25 French oak barrels 35 2nd 40 3rd use,Pinot Noir,neutral
174,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Top wine lot character variety Typical nose red fruits earthy Mineral taste  personality  Excellent 93gg,Pinot Noir,positive
175,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",I afraid intense world PNs wood elegance But wine pleased lot balanced fresh complexity It strike type wine years Recommend drinking 2017 vintage,Pinot Noir,neutral
176,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Pinot noir world style caramel fruity horse stable and course pyrazines But tamed nice Good body persistence,Pinot Noir,neutral
177,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Great Good body  balanced  Very aromatic tasty Yanet Guzman gift,Pinot Noir,positive
178,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Plenty spice sweetness pinot full complexity too Its definitely young prove it I 1 year cellaring,Pinot Noir,neutral
179,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",RR 88 Excellent Pinot Noir Ventisquero This nice Light ruby with copper halo Medium leg tears moderate stickiness Medium nose secondary development notes simple red fruits earthy vanilla toasted floral Medium acidity tannins medium body medium persistence,Pinot Noir,neutral
180,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",2017 vintage Ventisquero Herú Pinot Noir produced DO Casablanca Valley  This vintage aging aging hot potent alcohol showing balance reached aging 2 years light Pinot Intense fruitiness ripe red fruits raspberries cherries strawberries currants Notes cedar vanilla lemon balm black tea tobacco lots  12 oak  Great presence tannins young voluminous fullbodied structured,Pinot Noir,positive
181,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",This Pinot noir Ventisquero good powerful tannin,Pinot Noir,neutral
182,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Good previous vintages,Pinot Noir,positive
183,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Very interesting rare PN 14 GL Well fruity balanced refreshing,Pinot Noir,positive
184,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Pinot fruity light wellbalanced acidity Very elegant,Pinot Noir,positive
185,Ventisquero Herú Pinot Noir 2017,"Vale de Casablanca, Chile","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Fruity nose predominantly raspberry tobacco  medium tannins,Pinot Noir,neutral
186,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",A beautiful blend Pinot Red fruits emphasis cherry presence vanilla spices leather Light body acidity silky tannins,Pinot Noir,positive
187,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",What produce Pinots South America This case On ruby color medium intensity less violet reflections clear bright fine tears On nose aromas fresh red fruits floral touches medium intensity frank Dry mouth lively acidity balanced alcohol correct bitterness round tannins fresh red fruit flavors smoked touches spices medium persistence plus Rich elegant finish,Pinot Noir,neutral
188,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Blend Argentine Pinot Noir Catena Zapata Uco Valley region aged 12 months French 85 American 15 oak barrels  Semitranslucent ruby red color  Fruit aromas cherry strawberry cranberry redcurrant blackberry plum wood oak vanilla caramel earth red pepper minty  Light body soft tannins light acidity  FOLLOW luvinovinhos adegaluvino,Pinot Noir,neutral
189,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Argentinian classic Over Brazilian wine  I love  Its hurray Argentine wines,Pinot Noir,positive
190,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",This wine special Light smooth aroma mixture cabernet malbec perfect,Pinot Noir,positive
191,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Little dinner home Thiagao Maíra,Pinot Noir,neutral
192,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Fantastic special balanced,Pinot Noir,positive
193,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",I love white Catena 138 alcohol content imperceptible due balance,Pinot Noir,positive
194,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Great Argentine Pinot translucent color Fruity wine red fruits Very smooth acidity round tannins Good value money note 42,Pinot Noir,positive
195,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Brownish red color cherry chocolate spice aromas mouth light body fruity present oak medium persistence,Pinot Noir,neutral
196,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Very made Pinot Plenty volume Aromatic fresh fruit wood vanilla subtle Long finish Balanced,Pinot Noir,positive
197,D.V. Catena Pinot Noir - Pinot Noir 2019,"Vale do Uco, Argentina","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Refreshing Chardonnay CatenaZapata light strawpineapple fruity medium acidity  medium intensity integrated alcohol medium lasting finish  Balanced refreshing,Pinot Noir,positive
